series,shots,trial,final_residual,iters_to_converge,final_l2_abs,final_fidelity,final_linsys_resid,gate_count_median,depth_median,total_generate_s,total_transpile_s,total_execute_s,total_wall_s
2025-11-11,1000,0,0.4391646492008462,14.0,0.10702325929643959,0.8365589097674325,0.4054020766096025,689127.0,689027.0,3593.530087,616.632474,881.779477,5091.942038
2025-11-11,1000,1,2.1552125151246133,14.0,0.21988695957556562,0.207586176566225,2.1850619504262787,689127.0,689027.0,4121.99021,707.664095,1036.377338,5866.031643
2025-11-11,1000,2,1.7747045739890288,14.0,0.1379383590117076,0.2741330282369908,1.913920620578434,689127.0,689027.0,4017.542614,683.382907,967.274584,5668.200105
2025-11-11,1000,3,0.30462975381317897,14.0,0.039013210497835446,0.6375429406518565,0.28535477445800916,689127.0,689027.0,3772.037937,644.875143,897.326149,5314.239229
2025-11-11,1000,4,1.0209135051740243,14.0,0.09563047682432094,0.7037225313316305,0.9361427923362319,343251.0,343170.0,2640.107336,463.640315,606.345817,3710.093467
2025-11-11,1000,5,0.4217304383627226,14.0,0.05005686804786662,0.5506796968939551,0.41935734961177523,343251.0,343170.0,3617.948256,621.392171,1410.954803,5650.29523
2025-11-11,1000,6,0.16976415488732421,14.0,0.025084189276289394,0.792735660895624,0.16953860941943358,689127.0,689027.0,3621.743167,631.268755,881.92413,5134.936052
2025-11-11,1000,7,0.553214213751563,14.0,0.05348520038812432,0.6437382284094486,0.4498728327672528,689127.0,689027.0,4114.045437,717.546245,1034.054284,5865.645966
2025-11-11,1000,8,1.6387689979123832,14.0,0.08850089327339361,0.19883183388019557,1.6395140946000493,689127.0,689027.0,5001.762276,817.099265,2517.577369,8336.438911
2025-11-11,1000,9,3.216054456593707,14.0,0.23268492084405862,0.1565221777508283,3.2993670071137187,689127.0,689027.0,4221.293475,706.333681,2078.074887,7005.702042
2025-11-11,5000,0,0.12857311377832323,14.0,0.39314169339202426,0.9847704193751567,5.155314381219926,689127.0,689027.0,4717.396574,803.906991,1143.783345,6665.08691
2025-11-11,5000,1,0.84564149738584,14.0,0.022942355759228584,0.34870536085579956,0.561798086762932,689127.0,689027.0,8006.499342,1359.07024,1943.552,11309.121582
2025-11-11,5000,2,0.07138887547410694,14.0,0.006689671635716372,0.848222519496171,0.0641164633063825,689127.0,689027.0,7617.696461,1279.609553,1789.265342,10686.571356
2025-11-11,5000,3,0.2225272424777068,14.0,0.007684279249444659,0.37260918396218157,0.20683336044240663,689127.0,689027.0,7811.887976,1349.764617,1927.060723,11088.713316
2025-11-11,5000,4,0.06752078130088446,14.0,0.8954103707148149,0.9687447791905788,7.043498923890379,689127.0,689027.0,4381.319807,749.503886,1081.322196,6212.145889
2025-11-11,5000,5,0.03836477495029881,14.0,0.0016616559458970009,0.8078674375059485,0.03233246633606786,689127.0,689027.0,8066.477979,1370.780033,1959.236019,11396.494031
2025-11-11,5000,6,0.13369466032892388,14.0,0.0046993192748194775,0.4909108748693586,0.10363021529323582,689127.0,689027.0,8152.574146,1370.494448,1933.585482,11456.654075
2025-11-11,5000,7,1.1275952921258012,14.0,0.04512126104771831,0.7045217314222979,1.0435902337528271,689127.0,689027.0,8340.009932,1390.686509,2233.582169,11964.27861
2025-11-11,5000,8,0.5573913460827581,14.0,0.026870249898258543,0.6950449631667805,0.4399738335812126,689127.0,689027.0,8049.524823,1362.373694,1938.855443,11350.75396
2025-11-11,5000,9,0.2012819987063696,14.0,0.010142546307635204,0.7222198750617734,0.17748745765576385,689127.0,689027.0,8214.464884,1366.988766,1939.467143,11520.920794
2025-11-11,10000,0,0.03386881480322152,14.0,0.001301346260860654,0.7562600785748629,0.02838810558165303,689127.0,689027.0,4148.450685,708.686707,1025.339367,5882.476758
2025-11-11,10000,1,0.5493068520403817,14.0,0.025887132666102278,0.8618125910991936,0.4523656381855095,689127.0,689027.0,4275.311894,722.956098,1312.618244,6310.886236
2025-11-11,10000,2,0.09533176201456137,14.0,0.002395481972899155,0.4759176026834923,0.0735913428596498,689127.0,689027.0,4140.287353,714.996862,1028.105529,5883.389743
2025-11-11,10000,3,0.010935412165950086,14.0,0.00027632775768699966,0.9036084282293797,0.00602413431483426,689127.0,689027.0,3901.835782,664.099071,961.449475,5527.384328
2025-11-11,10000,4,0.07110123424660107,14.0,0.0042331650760201395,0.9505007595572752,0.0521468896574115,689127.0,689027.0,4010.659511,683.544311,959.247539,5653.45136
2025-11-11,10000,5,0.007417125204492005,14.0,0.000416994507911731,0.8953407444362922,0.006790124051837995,689127.0,689027.0,4112.614508,715.320928,1021.71751,5849.652946
2025-11-11,10000,6,0.22111568372507034,14.0,0.007868125191343908,0.7039991695416923,0.20706408575513577,688617.0,688517.0,3180.053606,554.154013,735.787143,4469.994762
2025-11-11,10000,7,0.03127921808758887,14.0,0.0007732571147244773,0.4752835415773302,0.0214694908454806,689127.0,689027.0,4171.348858,706.036798,1034.54396,5911.929616
2025-11-11,10000,8,0.7977940194847337,14.0,0.04886865842343173,0.9453919315493502,0.6789513156004636,689127.0,689027.0,4123.584025,705.523782,1022.337313,5851.44512
2025-11-11,10000,9,0.14021545432123883,14.0,0.006925931709604647,0.9169275082195213,0.10146378753251926,689127.0,689027.0,3595.980058,606.185909,835.685439,5037.851406
2025-11-11,50000,0,0.0012247999687166162,14.0,8.794171555192911e-05,0.990188809302418,0.0011408666585182301,689127.0,689027.0,3513.105771,626.512727,938.972282,5078.590779
2025-11-11,50000,1,0.029002128968940864,14.0,0.0012456663114763337,0.9532480869120729,0.028667750943404482,689127.0,689027.0,3860.250394,657.587643,922.565707,5440.403744
2025-11-11,50000,2,0.0003501469724613836,14.0,1.568499035216269e-05,0.9729142317989622,0.000263679069353115,689127.0,689027.0,3982.193256,660.803093,919.337538,5562.333887
2025-11-11,50000,3,0.2932099886406743,14.0,0.019382749877700767,0.9735121580483165,0.2829479250239595,689127.0,689027.0,4003.59221,649.151561,927.316045,5580.059816
2025-11-11,50000,4,3.3535554026685995e-05,14.0,8.917349652704648e-07,0.9678854677926975,1.5954616325380875e-05,689127.0,689027.0,3841.627916,659.620926,915.11902,5416.367862
2025-11-11,50000,5,0.004161582806627577,14.0,0.00030540671252640445,0.9874088893108209,0.004134670948832983,689127.0,689027.0,3693.586629,646.778936,891.432717,5231.798282
2025-11-11,50000,6,0.24380965755686348,14.0,0.010098853333513805,0.9352088602249053,0.2233287220221296,689127.0,689027.0,3864.146707,658.664054,928.667011,5451.477773
2025-11-11,50000,7,0.017256758464177836,14.0,0.00023789922622118823,0.9253133936054608,0.005820399416625381,689127.0,689027.0,3898.475796,655.556598,922.820552,5476.852946
2025-11-11,50000,8,0.00036931246564614274,14.0,1.671513356038948e-05,0.9531895875331923,0.00022041494543236585,689127.0,689027.0,3951.767816,659.909019,915.214972,5526.891808
2025-11-11,50000,9,0.0014573423924224339,14.0,2.4583424801700535e-05,0.9268506047755306,0.000672011578231961,689127.0,689027.0,3899.944086,655.207874,931.069603,5486.221563
2025-11-11,100000,0,0.0008606656578920937,14.0,4.5550868430143006e-05,0.986515594986116,0.0007976858579869986,689127.0,689027.0,3915.28574,670.338789,955.141449,5540.765977
2025-11-11,100000,1,0.000664867079585413,14.0,5.369753641287443e-05,0.9853566188464431,0.000618426233793227,689127.0,689027.0,4104.559694,704.261793,1032.412366,5841.233852
2025-11-11,100000,2,0.00306127313016076,14.0,0.00011064387742440087,0.9486067412694438,0.00303542843071792,689127.0,689027.0,3369.631959,593.299452,865.1744,4828.105811
2025-11-11,100000,3,0.04847956618790037,14.0,0.002300982872842258,0.9773978607123555,0.04725854607869403,689127.0,689027.0,4109.318062,710.287879,1025.416321,5845.022263
2025-11-11,100000,4,0.6492445327221663,14.0,0.02773300601399094,0.9804163687756378,0.5794982683909666,343251.0,343170.0,2923.904852,507.743147,663.977159,4095.625157
2025-11-11,100000,5,0.7581555186581173,14.0,0.06353777462482557,0.9923217354740579,0.7201167742456837,689127.0,689027.0,4117.159024,710.31614,1034.433291,5861.908455
2025-11-11,100000,6,0.10315943171959623,14.0,0.031639593559025625,0.9993373328124718,0.10243207304107486,689127.0,689027.0,3590.814747,629.386421,881.708643,5101.90981
2025-11-11,100000,7,0.018626986942760302,14.0,0.0006022520882400248,0.9686080508277604,0.011032512137470996,689127.0,689027.0,3983.127027,679.552796,959.559915,5622.239738
2025-11-11,100000,8,0.09287436815496647,14.0,0.006254275695188675,0.9929206098363623,0.0625929311846332,689127.0,689027.0,3849.754679,660.666659,952.060946,5462.482283
2025-11-11,100000,9,0.26616805851873165,14.0,0.020085703582869235,0.9893749487279673,0.25512974597870725,689127.0,689027.0,3312.512588,564.896169,796.426697,4673.835454
2025-11-11,150000,0,1.7098175889090976e-05,14.0,2.966892654380151e-07,0.959180771063336,4.997624143490415e-06,689127.0,689027.0,4076.840099,708.956894,1038.32525,5824.122244
2025-11-11,150000,1,0.0018578249395124022,14.0,8.000368384115026e-05,0.9845892042378718,0.0017956361587658177,689127.0,689027.0,4021.75644,683.239149,961.366626,5666.362215
2025-11-11,150000,2,0.4623663960867309,14.0,0.03470999112380629,0.9942896608762518,0.4363271877174871,689127.0,689027.0,3311.197226,572.682744,806.076584,4689.956554
2025-11-11,150000,3,0.1017122477472784,14.0,0.00391263372480218,0.9872922510678789,0.08077977798753683,689127.0,689027.0,4050.021333,681.659817,964.655911,5696.337061
2025-11-11,150000,4,0.005205000755252797,14.0,0.000292493778653493,0.99394156606533,0.004950738410447294,689127.0,689027.0,4011.551689,685.392131,968.693191,5665.637011
2025-11-11,150000,5,0.04991335120016895,14.0,0.007891409262140228,0.9989860786865875,0.04548498759939458,689127.0,689027.0,3413.473504,593.554581,856.975023,4864.003108
2025-11-11,150000,6,0.10998401132318683,14.0,0.011473161914063052,0.9970183172701246,0.10563752193756218,689127.0,689027.0,3943.50861,678.702132,957.484167,5579.69491
2025-11-11,150000,7,0.005330750416505647,14.0,0.0005612595193330892,0.9965009992840448,0.004725278729594926,689127.0,689027.0,3627.05748,610.826769,872.520987,5110.405236
2025-11-11,150000,8,0.008083624974799045,14.0,0.0006417306598839293,0.9937643852867751,0.007894174789711883,689127.0,689027.0,3450.765003,586.235841,853.00687,4890.007715
2025-11-11,150000,9,3.239465507676663e-07,14.0,8.856071325679097e-09,0.6897830269223628,2.774363580407799e-07,689127.0,689027.0,4046.562013,682.744684,979.694882,5709.00158
2026-02-26-LuGo,1000,0,0.7679953125740276,14.0,0.07662465687699406,0.7588235532329713,0.6478494967807048,22491.0,22387.0,123.596227,24.695146,25.547263,173.838636
2026-02-26-LuGo,1000,1,0.7006157445905885,14.0,0.07192110853231443,0.9106527523942526,0.5627275995622391,22495.0,22391.0,131.294441,26.447464,31.62481,189.366714
2026-02-26-LuGo,1000,2,0.49004304529570725,14.0,0.049122643583017225,0.5127289181112652,0.46751680448531086,22499.0,22395.0,124.382245,26.0152,26.395187,176.792633
2026-02-26-LuGo,1000,3,0.4341053739844884,14.0,0.052257689191130136,0.6065487959585987,0.4027663212443077,22495.0,22391.0,130.474334,25.585026,27.958067,184.017426
2026-02-26-LuGo,1000,4,2.1568811899796585,14.0,0.10570554679042159,0.5992705934944321,1.721216060738003,22489.0,22385.0,125.205644,24.895168,26.606671,176.707483
2026-02-26-LuGo,1000,5,1.2227030481045817,14.0,0.14504898214479742,0.5519190509159201,1.3076136970620909,22499.0,22395.0,134.179113,27.504446,47.674414,209.357973
2026-02-26-LuGo,1000,6,1.4105054587081556,14.0,0.05613361963581996,0.3843302015938343,1.0549482526058935,19399.0,19314.0,118.437869,24.046194,22.538157,165.02222
2026-02-26-LuGo,1000,7,0.969476555913246,14.0,0.11296973920882085,0.65906634663335,0.5449839156682011,22499.0,22395.0,130.67099,27.06027,29.294942,187.026201
2026-02-26-LuGo,1000,8,0.5133167273520755,14.0,0.07884460964546247,0.43929358271832203,0.44938745610939274,22499.0,22395.0,128.805942,26.12822,27.960433,182.894595
2026-02-26-LuGo,1000,9,0.9140912583179093,14.0,0.04876952312595093,0.42753703043306357,0.40154555454837265,22495.0,22391.0,124.421293,25.521391,25.649496,175.59218
2026-02-26-LuGo,5000,0,0.06199524252174202,14.0,0.002323048998006671,0.3491797992235708,0.03513558884643673,22499.0,22395.0,130.752095,26.445843,29.586648,186.784585
2026-02-26-LuGo,5000,1,0.048423452262948724,14.0,0.0019059013471991774,0.7027651219984519,0.045116576922786374,22499.0,22395.0,129.686625,25.797763,29.677076,185.161463
2026-02-26-LuGo,5000,2,0.33746880765315396,14.0,0.01052356630314002,0.7679121741728515,0.21777142499050064,22497.0,22393.0,129.597404,26.125911,29.187377,184.910692
2026-02-26-LuGo,5000,3,0.38707274688045895,14.0,0.01877267433004461,0.4467724795819385,0.3863968139142864,22499.0,22395.0,127.898956,26.814122,28.970992,183.68407
2026-02-26-LuGo,5000,4,0.13191276071643404,14.0,0.006836590609211157,0.6304219173223266,0.1284277257116617,22499.0,22395.0,128.978723,26.126663,29.405593,184.510979
2026-02-26-LuGo,5000,5,0.04076668608832199,14.0,0.0009117558094826964,0.7546482302876829,0.020006125832044728,22499.0,22395.0,129.202285,26.295738,29.375156,184.873179
2026-02-26-LuGo,5000,6,0.5623479564936636,14.0,0.01940538862887863,0.6035814597756596,0.5505891747371519,22497.0,22393.0,130.061667,26.015506,29.590115,185.667288
2026-02-26-LuGo,5000,8,0.16349838361432048,14.0,0.007419092366568676,0.6564511555919447,0.12999569555714488,22497.0,22393.0,127.723347,25.3893,27.908602,181.021249
2026-02-26-LuGo,5000,9,0.08452325293728159,14.0,0.0036620614956941527,0.7128493188784171,0.07334415095732447,22499.0,22395.0,132.454634,25.974802,29.506862,187.936298
2026-02-26-LuGo,10000,1,0.05947165502145906,14.0,0.0028801729867280906,0.666034246049672,0.058177279343414476,22499.0,22395.0,131.961242,26.514111,32.205208,190.680561
2026-02-26-LuGo,10000,3,0.04103234439213321,14.0,0.0010377368053360457,0.6243495398759062,0.029336837936698463,22499.0,22395.0,130.01334,26.316588,29.651318,185.981247
2026-02-26-LuGo,10000,4,0.1141933168656,14.0,0.005581247290544194,0.8064280086335771,0.11220615766537857,22501.0,22397.0,126.813688,26.853855,28.269954,181.937496
2026-02-26-LuGo,10000,5,0.12097580092941129,14.0,0.0045823301714252584,0.7111887711084549,0.11696709233434618,22499.0,22395.0,130.887891,26.305109,29.48018,186.67318
2026-02-26-LuGo,10000,6,0.3501513192767088,14.0,0.017469563836055583,0.8088322540042883,0.33368171037252514,22499.0,22395.0,133.012576,25.112551,29.498156,187.623283
2026-02-26-LuGo,10000,7,0.042336122565815516,14.0,0.0012252822201701174,0.7765713378220395,0.02468717460349337,22499.0,22395.0,129.560636,24.934566,29.857598,184.3528
2026-02-26-LuGo,10000,8,0.016161215573821712,14.0,0.000394278074474218,0.5840392503753142,0.010773463005171686,22499.0,22395.0,129.734943,26.436545,29.822266,185.993754
2026-02-26-LuGo,10000,9,0.06126651662738705,14.0,0.001108103034017964,0.8321904642127322,0.023462733508482013,22499.0,22395.0,129.918712,26.207676,29.419103,185.545491
2026-02-26-LuGo,50000,0,0.0027626643480375395,14.0,0.0001574670768706829,0.9863177208552741,0.001769133350176969,22499.0,22395.0,130.096711,25.200312,30.137674,185.434696
2026-02-26-LuGo,50000,1,0.000957824511413853,14.0,4.069591979287557e-05,0.9656517941687581,0.0007028623592522285,22499.0,22395.0,130.330072,26.543276,30.919093,187.792441
2026-02-26-LuGo,50000,2,0.0036322182626937283,14.0,9.976952998453052e-05,0.8874514942549793,0.0022861263208700973,22499.0,22395.0,127.270606,26.180123,29.394457,182.845186
2026-02-26-LuGo,50000,3,2.9267234084586356e-05,14.0,9.461021442663951e-07,0.971466550025242,1.7805156705097235e-05,22499.0,22395.0,129.47385,26.04072,30.699819,186.214389
2026-02-26-LuGo,50000,4,0.02136401947469737,14.0,0.0010342293192719901,0.9525516512589216,0.019678233319881444,22501.0,22397.0,132.397143,25.061508,31.03631,188.49496
2026-02-26-LuGo,50000,5,0.2801514257164962,14.0,0.011018401587221288,0.9738734973042215,0.20527587286511315,22499.0,22395.0,129.093541,26.922852,30.747562,186.763956
2026-02-26-LuGo,50000,6,0.06757422175752976,14.0,0.00350977774389146,0.9702048280375116,0.0493961183418602,22499.0,22395.0,130.287372,26.905578,31.003793,188.196743
2026-02-26-LuGo,50000,7,0.029928954754628544,14.0,0.0014855743967777545,0.9680160788670189,0.02577502716183243,22501.0,22397.0,130.378754,25.125327,30.61891,186.122991
2026-02-26-LuGo,50000,8,0.013605086295382277,14.0,0.0008951759242534838,0.9893906658338625,0.007771069878534228,22497.0,22393.0,130.000649,26.131004,30.867386,186.999039
2026-02-26-LuGo,50000,9,5.479697374877684e-06,14.0,2.3890947030231924e-07,0.918351556067837,5.4054542640829705e-06,22499.0,22395.0,131.251476,25.724223,30.528826,187.504525
2026-02-26-LuGo,100000,0,0.00024192329821022247,14.0,8.004539709006544e-06,0.9848700274568609,0.0001996565537751643,22499.0,22395.0,130.416615,25.980224,32.190744,188.587583
2026-02-26-LuGo,100000,1,0.04685091321669932,14.0,0.0012127561748035106,0.9633910885113024,0.031103810417361228,22499.0,22395.0,132.003632,26.151853,32.070386,190.22587
2026-02-26-LuGo,100000,2,3.4691144747678533e-06,14.0,8.424943340161917e-08,0.9518143463591675,1.690993126730997e-06,22499.0,22395.0,130.464293,27.11165,32.355834,189.931777
2026-02-26-LuGo,100000,3,0.6600121781978303,14.0,0.038159378616266594,0.9704209122992983,0.6496448912693291,22495.0,22391.0,127.402588,25.454464,30.480385,183.337437
2026-02-26-LuGo,100000,4,0.0036439692330595456,14.0,0.00015172073393595017,0.9706596927126622,0.003183833956904396,22499.0,22395.0,130.758394,26.521188,32.068587,189.348169
2026-02-26-LuGo,100000,5,0.0021607907001455805,14.0,0.00023254600358270302,0.996481104921829,0.001777924850611176,22499.0,22395.0,131.303893,27.133801,32.250563,190.688257
2026-02-26-LuGo,100000,6,0.005578777016818386,14.0,0.00020488275268834173,0.960228142503899,0.005450324258862819,22499.0,22395.0,131.141282,25.840609,32.072439,189.05433
2026-02-26-LuGo,100000,7,0.16644871815955017,14.0,0.008968504758215168,0.9859964326434008,0.1645837267356957,22499.0,22395.0,131.339336,26.110123,32.191577,189.641037
2026-02-26-LuGo,100000,8,0.2553603287004552,14.0,0.013019705374551833,0.992738102610911,0.23381015231483288,22501.0,22397.0,130.386366,25.968654,32.011591,188.366611
2026-02-26-LuGo,100000,9,0.00015947069346152046,14.0,3.891088440323785e-06,0.9080365255568942,0.00010570507466148823,22499.0,22395.0,130.082888,26.431691,32.117917,188.632495
2026-02-26-LuGo,150000,0,8.656083098362745e-05,14.0,8.470460922487963e-07,0.9942474853495092,2.0261173648637632e-05,22499.0,22395.0,129.196018,25.801162,33.532025,188.529206
2026-02-26-LuGo,150000,1,0.008555412750750823,14.0,0.0008002452077094036,0.9977687234682364,0.008278016438689244,22499.0,22395.0,129.379566,27.343862,33.441482,190.16491
2026-02-26-LuGo,150000,2,0.07057394506773405,14.0,0.0012916636525283137,0.9898160452409913,0.027023939208421624,22499.0,22395.0,132.097232,25.282623,33.734825,191.11468
2026-02-26-LuGo,150000,3,5.474154653846428e-07,14.0,1.1951504921838702e-08,0.7673534535900285,3.617918984949177e-07,22499.0,22395.0,130.318808,25.639939,33.469784,189.428531
2026-02-26-LuGo,150000,4,0.00041897108956461204,14.0,1.6086226380128017e-05,0.9807292007769222,0.0003535997472054673,22499.0,22395.0,131.189856,24.878409,33.646661,189.714926
2026-02-26-LuGo,150000,5,0.017021401538899885,14.0,0.0016155150243571902,0.9954764513412265,0.01691873479176444,22499.0,22395.0,105.932474,19.900576,27.441819,153.274869
2026-02-26-LuGo,150000,6,0.003531237420969838,14.0,0.0006596010689664577,0.9994561383761222,0.002637778448577502,22499.0,22395.0,125.542424,24.448734,31.507171,181.498329
2026-02-26-LuGo,150000,7,0.0017621738930567676,14.0,0.00024997990039177985,0.9985722931680012,0.0011503152123023598,22499.0,22395.0,96.900104,18.314782,26.710373,141.925259
2026-02-26-LuGo,150000,8,0.01613320822399536,14.0,0.0013684503758262512,0.9948849227289718,0.011914052728969223,22499.0,22395.0,127.330885,24.620466,33.137913,185.089263
2026-02-26-LuGo,150000,9,0.0007604062145692285,14.0,5.85032054618708e-05,0.9909144843475414,0.0006647586615133342,22499.0,22395.0,128.04632,25.431244,32.699162,186.176726
